v2ProductName,canonical_category,row_count,normalized_category,brand
Reusable Shopping Bag,Home/Bags/Shopping and Totes/,1094,Bags,Other
Rocket Flashlight,Home/Electronics/Flashlights/,1314,Electronics,Other
Rubber Grip Ballpoint Pen 4 Pack,Home/Office/,1190,Office,Other
SPF-15 Lip Balm,Home/Lifestyle/,80,Lifestyle,Other
SPF-15 Slim & Slender Lip Balm,Home/Accessories/Fun/,1103,Accessories,Other
Satin Black Ballpoint Pen,Home/Office/Writing Instruments/,334,Office,Other
Screen Cleaning Cloth,Home/Office/Office Other/,8,Office,Other
Seat Pack Organizer,Home/Office/,1450,Office,Other
Set of 3 Nested Travel Cases,Home/Limited Supply/Bags/,210,Bags,Other
Set of 3 Packing Cubes,Home/Office/,126,Office,Other
Softsided Travel Pouch Set,Home/Bags/,1553,Bags,Other
Solo Pro Backpack,Home/Limited Supply/Bags/,580,Bags,Other
Speed Zone Air Mesh Tote,Home/Limited Supply/Bags/,118,Bags,Other
Spiral Notebook and Pen Set,Home/Office/Notebooks & Journals/,2128,Office,Other
Sport Bag,Home/Bags/,2250,Bags,Other
Stadium Cups-Sets of 4,Home/Accessories/Drinkware/,175,Drinkware,Other
Straw Beach Mat,Home/Accessories/Fun/,824,Accessories,Other
Suitcase Organizer Cubes,Home/Bags/,1386,Bags,Other
Switch Tone Color Crayon Pen,Home/Accessories/Fun/,1054,Accessories,Other
UFO Bluetooth Water Resistant Speaker,Home/Electronics/,281,Electronics,Other
UpCycled Bike Saddle Bag,Home/Accessories/Sports & Fitness/,185,Accessories,Other
UpCycled Handlebar Bag,Home/Bags/More Bags/,392,Bags,Other
Waterpoof Gear Bag,Home/Limited Supply/Bags/,331,Bags,Other
Waterproof Backpack,Home/Bags/Backpacks/,10217,Bags,Other
Waterproof Gear Bag,Home/Bags/More Bags/,1218,Bags,Other
Waze Baby on Board Window Decal,Waze,343,Apparel,Waze
Waze Dress Socks,Waze,269,Apparel,Waze
Waze Men's Short Sleeve Tee,Waze,315,Apparel,Waze
Waze Men's Typography Short Sleeve Tee,Waze,135,Apparel,Waze
Waze Mobile Phone Vent Mount,Home/Electronics/Electronics Accessories/,955,Electronics,Waze
Waze Mood Happy Window Decal,Home/Accessories/Stickers/,269,Accessories,Waze
Waze Mood Ninja Window Decal,Home/Accessories/Stickers/,508,Accessories,Waze
Waze Mood Original Window Decal,Waze,511,Accessories,Waze
Waze Pack of 9 Decal Set,Home/Accessories/Stickers/,180,Accessories,Waze
Waze Women's Short Sleeve Tee,Waze,81,Apparel,Waze
Waze Women's Typography Short Sleeve Tee,Waze,35,Apparel,Waze
Windup Android,Home/Accessories/Fun/,3059,Accessories,Android
Women's Performance Full Zip Jacket Black,Apparel,410,Apparel,Other
Women's Weatherblock Shell Jacket Black,Apparel,150,Apparel,Other
Women's YouTube Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,821,Apparel,YouTube
Yoga Block,Home/Accessories/Sports & Fitness/,602,Accessories,Other
Yoga Mat,Home/Accessories/Sports & Fitness/,1234,Accessories,Other
Yoga Mat Blue,Lifestyle,224,Lifestyle,Other
Yoga Mat Purple,Lifestyle,55,Lifestyle,Other
You Tube Toddler Short Sleeve Tee Red,Home/Shop by Brand/YouTube/,747,Apparel,Other
YouTube 22 oz Infuser Bottle,Home/Shop by Brand/YouTube/,53,Drinkware,YouTube
YouTube 24 oz Stripe Accent Bottle,Home/Shop by Brand/YouTube/,74,Drinkware,YouTube
YouTube Custom Decals,Home/Shop by Brand/YouTube/,9588,Accessories,YouTube
YouTube Hard Cover Journal,Home/Shop by Brand/YouTube/,1754,Office,YouTube
YouTube Infant Short Sleeve Tee Red,Apparel,99,Apparel,YouTube
YouTube Leatherette Notebook Combo,Home/Shop by Brand/YouTube/,5930,Office,YouTube
YouTube Luggage Tag,Home/Shop by Brand/YouTube/,701,Accessories,YouTube
YouTube Men's 3/4 Sleeve Henley,Apparel,521,Apparel,YouTube
YouTube Men's Eco-Jersey Henley,Home/Apparel/Men's/Men's-T-Shirts/,238,Apparel,YouTube
YouTube Men's Fleece Hoodie Black,Apparel,1320,Apparel,YouTube
YouTube Men's Long & Lean Tee Charcoal,Home/Shop by Brand/YouTube/,189,Apparel,YouTube
YouTube Men's Long Sleeve Pullover Badge Tee Heather,Home/Shop by Brand/YouTube/,1368,Apparel,YouTube
YouTube Men's Short Sleeve Hero Tee  White,Apparel,21,Apparel,YouTube
YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,5254,Apparel,YouTube
YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,2707,Apparel,YouTube
YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,1900,Apparel,YouTube
YouTube Men's Skater Tee Charcoal,Apparel,224,Apparel,YouTube
YouTube Men's Vintage Henley,Apparel,1152,Apparel,YouTube
YouTube Men's Vintage Tank,Home/Shop by Brand/YouTube/,710,Apparel,YouTube
YouTube Men's Vintage Tee,Home/Shop by Brand/YouTube/,786,Apparel,YouTube
YouTube Notebook Set,Home/Shop by Brand/YouTube/,80,Office,YouTube
YouTube Notebook and Pen Set,Home/Shop by Brand/YouTube/,1459,Office,YouTube
YouTube Onesie Heather,Home/Apparel/Kid's/Kid's-Infant/,791,Apparel,YouTube
YouTube RFID Journal,Home/Shop by Brand/YouTube/,2406,Office,YouTube
YouTube Spiral Journal with Pen,Home/Shop by Brand/YouTube/,1068,Office,YouTube
YouTube Sticker Sheet,Home/Shop by Brand/YouTube/,185,Accessories,YouTube
YouTube Trucker Hat,Home/Shop by Brand/YouTube/,3382,Apparel,YouTube
YouTube Twill Cap,Home/Shop by Brand/YouTube/,5795,Apparel,YouTube
YouTube Women's Fleece Hoodie Black,Apparel,684,Apparel,YouTube
YouTube Women's Racer Back Tank Black,Home/Apparel/Women's/Women's-T-Shirts/,135,Apparel,YouTube
YouTube Women's S/S Crew Tee,(not set),46,Apparel,YouTube
YouTube Women's Short Sleeve Crew Tee,(not set),100,Apparel,YouTube
YouTube Women's Short Sleeve Hero Tee Charcoal,Apparel,365,Apparel,YouTube
YouTube Women's Short Sleeve Tri-blend Badge Tee Charcoal,Apparel,388,Apparel,YouTube
YouTube Women's Short Sleeve Tri-blend Badge Tee Grey,Home/Shop by Brand/YouTube/,149,Apparel,YouTube
YouTube Womens 3/4 Sleeve Baseball Raglan White/Black,(not set),223,Apparel,YouTube
YouTube Wool Heather Cap Heather/Black,Home/Shop by Brand/YouTube/,2458,Apparel,YouTube
YouTube Youth Short Sleeve Tee Red,Home/Apparel/Kid's/Kids-Youth/,1571,Apparel,YouTube
